FareType	DollarFare	PointsFare
LOWEST	274.2	0
POINTS	274.2	19300
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	50.2	0
POINTS	50.2	2700
LOWEST	258.2	0
POINTS	258.2	18100
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	261.1	0
POINTS	261.1	17300
LOWEST	210.2	0
POINTS	210.2	14600
LOWEST	174.6	0
POINTS	174.6	10000
LOWEST	192.1	0
POINTS	192.1	8900
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	56.2	0
POINTS	56.2	3200
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	113.6	0
POINTS	113.6	6700
LOWEST	143.1	0
POINTS	143.1	8600
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	163.5	0
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	139.2	0
POINTS	139.2	9300
LOWEST	147.2	0
POINTS	147.2	9900
LOWEST	148.2	0
POINTS	141.2	9500
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	136.98	0
POINTS	136.98	9100
LOWEST	234.98	0
POINTS	234.98	16400
LOWEST	104.82	0
POINTS	104.82	3800
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	70.2	0
POINTS	70.2	4200
LOWEST	61.2	0
POINTS	61.2	3500
LOWEST	105.1	0
POINTS	105.1	2500
LOWEST	126.2	0
POINTS	126.2	8300
LOWEST	154.2	0
POINTS	154.2	10400
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	205.2	0
POINTS	205.2	14200
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	166.98	0
POINTS	166.98	11400
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	93.1	0
POINTS	93.1	4900
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	76.2	0
POINTS	76.2	4600
LOWEST	77.2	0
POINTS	77.2	4700
LOWEST	257.2	0
POINTS	257.2	18000
LOWEST	141.56	0
POINTS	141.56	4900
LOWEST	201.2	0
POINTS	201.2	16300
LOWEST	162.16	0
POINTS	162.16	6000
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	70.2	0
POINTS	70.2	4200
LOWEST	184.4	0
POINTS	184.4	9300
LOWEST	84.2	0
POINTS	84.2	5200
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	222.66	0
POINTS	222.66	7700
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	112.4	0
POINTS	112.4	4000
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	174.2	0
POINTS	174.2	11900
LOWEST	191.2	0
POINTS	191.2	13200
LOWEST	92.2	0
POINTS	92.2	5800
LOWEST	173.2	0
POINTS	173.2	11800
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	172.2	0
POINTS	172.2	11800
LOWEST	173.5	0
POINTS	173.5	10400
LOWEST	268.2	0
POINTS	268.2	20400
LOWEST	102.2	0
POINTS	102.2	6600
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	241.2	0
POINTS	241.2	16900
LOWEST	250.1	0
POINTS	250.1	15400
LOWEST	191.2	0
POINTS	191.2	13200
LOWEST	117.1	0
POINTS	117.1	4800
LOWEST	96.2	0
POINTS	96.2	6100
LOWEST	128.1	0
POINTS	128.1	7500
LOWEST	172.1	0
POINTS	172.1	10700
LOWEST	117.1	0
POINTS	117.1	6600
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	98.99	0
POINTS	98.99	6300
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	92.2	0
POINTS	92.2	5800
LOWEST	302.86	0
POINTS	302.86	13700
LOWEST	84.82	0
POINTS	84.82	2300
LOWEST	255.6	0
POINTS	255.6	16000
LOWEST	241.82	0
POINTS	241.82	13900
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	291.98	0
POINTS	291.98	22300
LOWEST	201.2	0
POINTS	201.2	13900
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	159	0
LOWEST	184.1	0
POINTS	184.1	11600
LOWEST	147.1	0
POINTS	147.1	7800
LOWEST	184.96	0
POINTS	184.96	3800
LOWEST	103.1	0
POINTS	103.1	3800
LOWEST	76.2	0
POINTS	76.2	4600
LOWEST	135.2	0
POINTS	135.2	9000
LOWEST	186.06	0
POINTS	186.06	5600
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	162.59	0
POINTS	162.59	3000
LOWEST	248.79	0
POINTS	248.79	15100
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	147.2	0
POINTS	147.2	9900
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	167.59	0
POINTS	167.59	3400
LOWEST	118.1	0
POINTS	118.1	6700
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	173.1	0
POINTS	173.1	8900
LOWEST	159	0
LOWEST	147.68	0
POINTS	147.68	2500
LOWEST	141.1	0
POINTS	141.1	5200
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	203.1	0
POINTS	203.1	13000
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	167.2	0
POINTS	167.2	11400
LOWEST	194.2	0
POINTS	194.2	13400
LOWEST	206.2	0
POINTS	206.2	14300
LOWEST	114.4	0
POINTS	114.4	5500
LOWEST	232.2	0
POINTS	232.2	16200
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	84.2	0
POINTS	84.2	5200
LOWEST	138.1	0
POINTS	138.1	6300
LOWEST	77.2	0
POINTS	77.2	4700
LOWEST	101.7	0
POINTS	101.7	6600
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	113.1	0
POINTS	113.1	6300
LOWEST	136.58	0
POINTS	136.58	6900
LOWEST	178.1	0
POINTS	178.1	11200
LOWEST	159	0
LOWEST	104.46	0
POINTS	104.46	3400
LOWEST	131.2	0
POINTS	131.2	3800
LOWEST	134.1	0
POINTS	134.1	7900
LOWEST	202.2	0
POINTS	202.2	14000
LOWEST	136.98	0
POINTS	136.98	9100
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	169.4	0
POINTS	169.4	8200
LOWEST	185.82	0
POINTS	185.82	9800
LOWEST	228.8	0
POINTS	228.8	8900
LOWEST	148.2	0
POINTS	141.2	9500
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	101.4	0
POINTS	101.4	4500
LOWEST	147.2	0
POINTS	147.2	9900
LOWEST	104.82	0
POINTS	104.82	3800
LOWEST	130.2	0
POINTS	130.2	8600
LOWEST	117.1	0
POINTS	117.1	4800
LOWEST	183.2	0
POINTS	183.2	12600
LOWEST	98.1	0
POINTS	98.1	5200
LOWEST	216.1	0
POINTS	216.1	13200
LOWEST	403.1	0
POINTS	403.1	27100
LOWEST	33.2	0
POINTS	33.2	1500
LOWEST	109.46	0
POINTS	109.46	3800
LOWEST	127.2	0
POINTS	127.2	8400
LOWEST	131.7	0
POINTS	131.7	8900
LOWEST	130.2	0
POINTS	130.2	8600
LOWEST	116.1	0
POINTS	116.1	5800
LOWEST	195.46	0
POINTS	195.46	6900
LOWEST	88.98	0
POINTS	88.98	5600
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	121.1	0
POINTS	121.1	6900
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	97.2	0
POINTS	97.2	6200
LOWEST	130.26	0
POINTS	130.26	4000
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	102.2	0
POINTS	102.2	6600
LOWEST	104.82	0
POINTS	104.82	3800
LOWEST	116.1	0
POINTS	116.1	5500
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	191.2	0
POINTS	191.2	13200
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	144.58	0
POINTS	144.58	7500
LOWEST	260.98	0
POINTS	260.98	18300
LOWEST	291.98	0
POINTS	291.98	22300
LOWEST	123.1	0
POINTS	123.1	5200
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	151.2	0
POINTS	151.2	3300
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	143.89	0
POINTS	143.89	6300
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	289.86	0
POINTS	289.86	12900
LOWEST	104.46	0
POINTS	104.46	3400
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	94.2	0
POINTS	94.2	6000
LOWEST	137.2	0
POINTS	137.2	9200
LOWEST	223.86	0
POINTS	223.86	7800
LOWEST	39.2	0
POINTS	39.2	1900
LOWEST	179.2	0
POINTS	179.2	12300
LOWEST	332.24	0
POINTS	332.24	17100
LOWEST	162.2	0
POINTS	162.2	11000
LOWEST	167.4	0
POINTS	167.4	8000
LOWEST	138.56	0
POINTS	138.56	4500
LOWEST	114.6	0
POINTS	114.6	6300
LOWEST	162.4	0
POINTS	162.4	7700
LOWEST	102.46	0
POINTS	102.46	3200
LOWEST	129.1	0
POINTS	129.1	4300
LOWEST	160.2	0
POINTS	160.2	10900
LOWEST	606.96	0
POINTS	606.96	51000
LOWEST	312.56	0
POINTS	312.56	14100
LOWEST	55.1	0
POINTS	55.1	3400
LOWEST	212.59	0
POINTS	212.59	6700
LOWEST	245.98	0
POINTS	245.98	17200
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	193.61	0
POINTS	193.61	8700
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	137.2	0
POINTS	137.2	9200
LOWEST	274.06	0
POINTS	274.06	10600
LOWEST	164.19	0
POINTS	164.19	11200
LOWEST	108.49	0
POINTS	108.49	3800
LOWEST	92.98	0
POINTS	92.98	5900
LOWEST	455.89	0
POINTS	455.89	30800
LOWEST	177.2	0
POINTS	177.2	12100
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	410.59	0
POINTS	410.59	21400
LOWEST	225.2	0
POINTS	225.2	15700
LOWEST	286.06	0
POINTS	286.06	12700
LOWEST	143.1	0
POINTS	143.1	8600
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	242.2	0
POINTS	242.2	16900
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	59.2	0
POINTS	59.2	3400
LOWEST	195.98	0
POINTS	195.98	13500
LOWEST	188.2	0
POINTS	188.2	12900
LOWEST	151.46	0
POINTS	151.46	6900
LOWEST	204.1	0
POINTS	204.1	13100
LOWEST	330.13	0
POINTS	330.13	18400
LOWEST	121.1	0
POINTS	121.1	6900
LOWEST	96.2	0
POINTS	96.2	6100
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	227.87	0
POINTS	227.87	10500
LOWEST	130.2	0
POINTS	130.2	8600
LOWEST	238.2	0
POINTS	238.2	16600
LOWEST	144.46	0
POINTS	144.46	3000
LOWEST	167.2	0
POINTS	167.2	11400
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	201.98	0
POINTS	201.98	14000
LOWEST	92.2	0
POINTS	92.2	5800
LOWEST	104.46	0
POINTS	104.46	3400
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	130.2	0
POINTS	130.2	8600
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	50.6	0
POINTS	50.6	3400
LOWEST	94.2	0
POINTS	94.2	6000
LOWEST	175.71	0
POINTS	175.71	7500
LOWEST	108.49	0
POINTS	108.49	3800
LOWEST	168.36	0
POINTS	168.36	5200
LOWEST	204.96	0
POINTS	204.96	5200
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	183.2	0
POINTS	183.2	12600
LOWEST	188.2	0
POINTS	188.2	12900
LOWEST	213.16	0
POINTS	213.16	8000
LOWEST	62.1	0
POINTS	62.1	3900
LOWEST	191.96	0
POINTS	191.96	5500
LOWEST	233.98	0
POINTS	233.98	16300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	197.66	0
POINTS	197.66	8200
LOWEST	206.2	0
POINTS	206.2	14300
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	110.4	0
POINTS	110.4	2300
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	177.1	0
POINTS	177.1	11100
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	102.2	0
POINTS	102.2	6600
LOWEST	192.46	0
POINTS	192.46	6600
LOWEST	162.2	0
POINTS	162.2	11000
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	72.2	0
POINTS	72.2	4300
LOWEST	129.96	0
POINTS	129.96	4300
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	137.2	0
POINTS	137.2	9200
LOWEST	260.98	0
POINTS	260.98	18300
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	65.2	0
POINTS	65.2	3800
LOWEST	164.2	0
POINTS	164.2	4300
LOWEST	111.4	0
POINTS	111.4	5200
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	221.2	0
POINTS	221.2	15400
LOWEST	208.21	0
POINTS	208.21	14400
LOWEST	62.1	0
POINTS	62.1	3900
LOWEST	281.48	0
POINTS	281.48	21800
LOWEST	87.2	0
POINTS	87.2	5500
LOWEST	109.2	0
POINTS	109.2	7600
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	254.1	0
POINTS	254.1	15700
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	157.2	0
POINTS	157.2	10600
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	333.76	0
POINTS	333.76	17200
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	157.98	0
POINTS	157.98	10700
LOWEST	302.2	0
POINTS	302.2	27500
LOWEST	162.98	0
POINTS	162.98	11100
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	211.48	0
POINTS	211.48	15000
LOWEST	152.2	0
POINTS	152.2	10300
LOWEST	54.2	0
POINTS	54.2	3000
LOWEST	209.96	0
POINTS	209.96	10300
LOWEST	114.1	0
POINTS	114.1	6400
LOWEST	203.2	0
POINTS	203.2	14000
LOWEST	266.2	0
POINTS	266.2	18700
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	201.98	0
POINTS	201.98	14000
LOWEST	162.2	0
POINTS	162.2	11000
LOWEST	128.98	0
POINTS	128.98	8600
LOWEST	71.2	0
POINTS	71.2	4300
LOWEST	131.2	0
POINTS	131.2	8700
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	264.2	0
POINTS	264.2	21800
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	174.2	0
POINTS	174.2	11900
LOWEST	263.2	0
POINTS	263.2	18500
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	223.76	0
POINTS	223.76	10000
LOWEST	95.2	0
POINTS	95.2	6000
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	137.98	0
POINTS	137.98	9200
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	155.1	0
POINTS	155.1	9500
LOWEST	272.16	0
POINTS	272.16	11800
LOWEST	78.1	0
POINTS	78.1	3800
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	224.98	0
POINTS	224.98	15700
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	187.2	0
POINTS	187.2	12900
LOWEST	193.2	0
POINTS	193.2	13300
LOWEST	146.1	0
POINTS	146.1	7700
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	142.1	0
POINTS	142.1	7800
LOWEST	228.2	0
POINTS	228.2	15900
LOWEST	97.2	0
POINTS	97.2	6200
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	184.2	0
POINTS	184.2	12600
LOWEST	68.98	0
POINTS	68.98	4100
LOWEST	94.2	0
POINTS	94.2	6000
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	54.2	0
POINTS	54.2	3000
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	124.98	0
POINTS	124.98	8300
LOWEST	127.2	0
POINTS	127.2	8400
LOWEST	116.2	0
POINTS	116.2	7600
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	187.2	0
POINTS	187.2	12900
LOWEST	39.2	0
POINTS	39.2	1900
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	166.21	0
POINTS	166.21	11300
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	222.98	0
POINTS	222.98	15500
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	243.4	0
POINTS	243.4	13700
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	213.1	0
POINTS	213.1	10500
LOWEST	183.2	0
POINTS	183.2	12600
LOWEST	169.2	0
POINTS	169.2	11500
LOWEST	31.2	0
POINTS	31.2	1300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	149.2	0
POINTS	149.2	10000
LOWEST	70.2	0
POINTS	70.2	4200
LOWEST	208.21	0
POINTS	208.21	14400
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	118.1	0
POINTS	118.1	5600
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	126.2	0
POINTS	126.2	8300
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	126.7	0
POINTS	126.7	8500
LOWEST	162.4	0
POINTS	162.4	7700
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	108.1	0
POINTS	108.1	6000
LOWEST	157.98	0
POINTS	157.98	10700
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	184.2	0
POINTS	184.2	12600
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	108.1	0
POINTS	108.1	6000
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	162.2	0
POINTS	162.2	11000
LOWEST	114.1	0
POINTS	114.1	6400
LOWEST	290.4	0
POINTS	290.4	17200
LOWEST	40.2	0
POINTS	40.2	2000
LOWEST	168.2	0
POINTS	168.2	11500
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	124.98	0
POINTS	121.98	8000
LOWEST	126.2	0
POINTS	126.2	8300
LOWEST	172.98	0
POINTS	172.98	11800
LOWEST	208.1	0
POINTS	208.1	13400
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	160.1	0
POINTS	160.1	9800
LOWEST	169.4	0
POINTS	169.4	8200
LOWEST	168.98	0
POINTS	168.98	11500
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	68.98	0
POINTS	68.98	4100
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	156.1	0
POINTS	156.1	9500
LOWEST	222.11	0
POINTS	222.11	9900
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	199.6	0
POINTS	199.6	12600
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	137.98	0
POINTS	137.98	9200
LOWEST	175.2	0
POINTS	175.2	12000
LOWEST	263.47	0
POINTS	263.47	7800
LOWEST	209.66	0
POINTS	209.66	6700
LOWEST	257.28	0
POINTS	257.28	10500
LOWEST	103.6	0
POINTS	103.6	6000
LOWEST	103.6	0
POINTS	103.6	6000
LOWEST	269.86	0
POINTS	269.86	11600
LOWEST	63.6	0
POINTS	63.6	3000
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	387.86	0
POINTS	387.86	19000
LOWEST	208.1	0
POINTS	208.1	13400
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	138.6	0
POINTS	138.6	8600
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	81.2	0
POINTS	81.2	5000
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	232.2	0
POINTS	232.2	16200
LOWEST	92.2	0
POINTS	92.2	5800
LOWEST	50.2	0
POINTS	50.2	2700
LOWEST	120.2	0
POINTS	120.2	7900
LOWEST	261.1	0
POINTS	261.1	17300
LOWEST	188.2	0
POINTS	188.2	12900
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	194.6	0
POINTS	194.6	11500
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	147.2	0
POINTS	147.2	9900
LOWEST	257.2	0
POINTS	257.2	18000
LOWEST	151.6	0
POINTS	151.6	9500
LOWEST	434.2	0
POINTS	434.2	44300
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	300.98	0
POINTS	300.98	23000
LOWEST	181.98	0
POINTS	181.98	12500
LOWEST	96.2	0
POINTS	96.2	6100
LOWEST	324.98	0
POINTS	324.98	27100
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	104.82	0
POINTS	104.82	3800
LOWEST	216.6	0
POINTS	216.6	13100
LOWEST	56.2	0
POINTS	56.2	3200
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	159	0
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	142.1	0
POINTS	142.1	5200
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	93.1	0
POINTS	93.1	4900
LOWEST	209.21	0
POINTS	209.21	14500
LOWEST	166.98	0
POINTS	166.98	11400
LOWEST	193.2	0
POINTS	193.2	14400
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	406.79	0
POINTS	406.79	26800
LOWEST	341.26	0
POINTS	341.26	18800
LOWEST	373.2	0
POINTS	373.2	37800
LOWEST	150.36	0
POINTS	150.36	5200
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	151.2	0
POINTS	151.2	10200
LOWEST	232.4	0
POINTS	232.4	12900
LOWEST	74.2	0
POINTS	74.2	4500
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	222.66	0
POINTS	222.66	7700
LOWEST	204.5	0
POINTS	204.5	12700
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	167.4	0
POINTS	167.4	8000
LOWEST	152.4	0
POINTS	152.4	6900
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	174.2	0
POINTS	174.2	11900
LOWEST	94.82	0
POINTS	94.82	3000
LOWEST	172.2	0
POINTS	172.2	11800
LOWEST	179.1	0
POINTS	179.1	11200
LOWEST	173.2	0
POINTS	173.2	11800
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	168.1	0
POINTS	168.1	10400
LOWEST	228.2	0
POINTS	228.2	15900
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	250.1	0
POINTS	250.1	15400
LOWEST	128.1	0
POINTS	128.1	7500
LOWEST	131.2	0
POINTS	131.2	8700
LOWEST	242.1	0
POINTS	242.1	15900
LOWEST	316.6	0
POINTS	316.6	21300
LOWEST	222.1	0
POINTS	222.1	14400
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	96.2	0
POINTS	96.2	6100
LOWEST	159	0
LOWEST	88.98	0
POINTS	88.98	5600
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	92.2	0
POINTS	92.2	5800
LOWEST	393.1	0
POINTS	393.1	23800
LOWEST	302.86	0
POINTS	302.86	13700
LOWEST	258.1	0
POINTS	258.1	17100
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	94.82	0
POINTS	94.82	3000
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	230.6	0
POINTS	230.6	14100
LOWEST	336.98	0
POINTS	336.98	28100
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	267.1	0
POINTS	267.1	17800
LOWEST	154.2	0
POINTS	154.2	10400
LOWEST	147.1	0
POINTS	147.1	7800
LOWEST	184.96	0
POINTS	184.96	3800
LOWEST	166.98	0
POINTS	166.98	11400
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	103.1	0
POINTS	103.1	3800
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	105.2	0
POINTS	105.2	6800
LOWEST	120.2	0
POINTS	120.2	7900
LOWEST	174.2	0
POINTS	174.2	11900
LOWEST	250.96	0
POINTS	250.96	10000
LOWEST	204	0
POINTS	204	12000
LOWEST	371.1	0
POINTS	371.1	25500
LOWEST	187.2	0
POINTS	187.2	12900
LOWEST	116.2	0
POINTS	116.2	7600
LOWEST	96.2	0
POINTS	96.2	6100
LOWEST	318.5	0
POINTS	318.5	21200
LOWEST	33.2	0
POINTS	33.2	1500
LOWEST	167.59	0
POINTS	167.59	3400
LOWEST	138.1	0
POINTS	138.1	6300
LOWEST	72.2	0
POINTS	72.2	4300
LOWEST	173.1	0
POINTS	173.1	8900
LOWEST	573.1	0
POINTS	573.1	51000
LOWEST	279.4	0
POINTS	279.4	16300
LOWEST	147.68	0
POINTS	147.68	2500
LOWEST	197.1	0
POINTS	197.1	9300
LOWEST	239.6	0
POINTS	239.6	15600
LOWEST	331.1	0
POINTS	331.1	22500
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	84.2	0
POINTS	84.2	5200
LOWEST	114.4	0
POINTS	114.4	5500
LOWEST	164.19	0
POINTS	164.19	11200
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	74.2	0
POINTS	74.2	4500
LOWEST	123.1	0
POINTS	123.1	5200
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	50.2	0
POINTS	50.2	2700
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	369.98	0
POINTS	369.98	31000
LOWEST	191.58	0
POINTS	191.58	10900
LOWEST	178.1	0
POINTS	178.1	11200
